state_fips,county_fips,region,division,county_name,state_name,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1999,pop1998,pop1997,pop1996,pop1995,pop1994,pop1993,pop1992,pop1991,pop1990,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006
19,19,2,4,Buchanan County,Iowa,21762,21600,21600,22000,22100,22500,22700,23100,23100,23200,22900,23032,22976,22739,22253,21810,21079,20786,20761,20890,21160,21152,21162,21192,21195,21275,21125,20974,20914,20844,21093,20957,20855,20910,21037,21021,21045
19,21,2,4,Buena Vista County,Iowa,20693,21000,21200,21000,20900,20800,20900,20900,20900,20600,20774,20890,20854,20749,20927,20572,20406,20102,20166,20053,19404,19412,19637,19826,19930,20033,20225,20063,19944,19966,20411,20240,20300,20260,20154,20103,20091
19,23,2,4,Butler County,Iowa,16953,17000,17100,17200,17400,17400,17500,17700,17700,17800,17668,17573,17431,17254,17101,16782,16324,15988,15967,15826,15499,15631,15723,15724,15735,15710,15678,15779,15825,15720,15305,15156,15015,15006,15027,15045,15073
19,25,2,4,Calhoun County,Iowa,14292,14200,13900,14000,13800,13800,13900,13800,13700,13500,13542,13385,13243,13015,12758,12345,11953,11761,11633,11598,11319,11373,11448,11488,11523,11671,11510,11526,11510,11504,11115,11001,10812,10652,10540,10482,10437
19,27,2,4,Carroll County,Iowa,22912,22800,22800,23100,23100,23000,23000,23000,23100,22900,22951,22964,22665,22638,22642,22433,22097,21772,21729,21501,21518,21616,21624,21583,21593,21483,21603,21465,21417,21413,21421,21193,21162,21062,21015,21015,20963
19,29,2,4,Cass County,Iowa,17007,17200,17000,17200,17100,17000,17000,17100,17200,17200,16932,17060,16918,16882,16876,16367,15840,15415,15328,15225,14512,14642,14745,14884,14942,15087,15028,15011,15038,15106,14684,14573,14310,14367,14255,14161,14124
19,31,2,4,Cedar County,Iowa,17655,18000,18100,18000,17800,17800,18300,18800,18900,18800,18635,18618,18516,18576,18430,18216,17823,17476,17330,17381,18056,17957,17990,17764,17662,17503,17502,17665,17484,17442,18187,18120,18171,18239,18233,18240,18326
19,33,2,4,Cerro Gordo County,Iowa,49223,49500,49300,49700,49700,49300,49200,49200,48900,48500,48458,48416,48220,48061,48059,48497,48158,47357,47219,46840,45669,46073,46314,46411,46627,46490,46551,46815,47072,46747,46447,45733,45330,45235,44794,44594,44384
19,35,2,4,Cherokee County,Iowa,17269,17300,17400,17200,16900,16500,16500,16600,16600,16400,16238,16128,15869,15848,15657,15266,14843,14507,14276,14139,13060,13190,13363,13431,13621,13870,13903,13974,14060,14106,13035,12925,12676,12529,12411,12245,12094
19,37,2,4,Chickasaw County,Iowa,14969,14700,14800,14900,14900,15200,15300,15400,15500,15500,15437,15327,15211,15147,14898,14485,14174,13716,13538,13417,13423,13425,13427,13403,13408,13380,13307,13266,13245,13293,13095,13087,12858,12687,12607,12472,12412
19,39,2,4,Clarke County,Iowa,7581,7600,7900,7800,7800,8000,8100,8200,8300,8500,8612,8646,8723,8568,8493,8387,8287,8349,8409,8327,8273,8303,8229,8255,8150,8158,8337,8350,8272,8284,9133,9164,9158,9216,9239,9118,9156
19,41,2,4,Clay County,Iowa,18464,18600,18400,18400,18500,18800,19000,19200,19500,19600,19576,19398,19220,19203,18953,18386,17771,17315,17194,17452,17245,17474,17594,17549,17529,17658,17671,17744,17625,17652,17372,17283,17075,16976,16931,16838,16801
19,43,2,4,Clayton County,Iowa,20606,20800,21300,21100,21100,21400,21500,21800,21800,21600,21098,20951,20801,20602,20506,20177,19699,19411,19369,19218,18582,18711,18792,18790,18754,18792,18836,18762,18861,19058,18678,18532,18379,18340,18332,18224,18251
19,45,2,4,Clinton County,Iowa,56749,57400,57100,56800,57400,57900,58200,58300,58300,58300,57122,56676,56359,55329,54522,53590,52449,51722,51365,51062,49612,49924,50100,50327,50877,51001,51240,51227,50963,51071,50149,49950,49829,49782,49787,49744,49782
19,47,2,4,Crawford County,Iowa,19116,18900,18900,18700,18700,18800,18900,19200,19200,19300,18935,18884,18842,18812,18738,18330,17743,17613,17481,17060,16427,16462,16467,16429,16469,16478,16504,16666,16668,16723,16942,16961,16993,16904,16879,16888,16948
19,49,2,4,Dallas County,Iowa,26085,26400,26600,26900,27200,27500,27800,28300,28800,29000,29513,29362,29174,29322,29180,29247,28879,28807,29176,29314,38210,36865,35783,34484,33320,32461,31824,31061,30416,29872,40750,42764,44458,46519,49526,51879,54525
19,51,2,4,Davis County,Iowa,8207,8200,8400,8400,8500,8600,8800,9200,9100,9200,9104,9109,9025,8992,8931,8788,8686,8554,8375,8301,8517,8462,8460,8398,8484,8431,8380,8313,8313,8320,8541,8633,8624,8575,8665,8597,8602
19,53,2,4,Decatur County,Iowa,9737,9700,9800,9600,9700,9900,9900,10000,9800,9800,9794,9748,9583,9280,9097,8911,8779,8558,8463,8490,8319,8241,8151,8227,8270,8134,8047,8135,8140,8294,8689,8698,8630,8581,8613,8645,8656
19,55,2,4,Delaware County,Iowa,18770,18400,18800,18800,18700,18900,18900,18800,18800,18700,18933,18853,18718,18729,18751,18514,18060,17926,17985,18054,18482,18541,18444,18380,18394,18361,18296,18293,18148,18048,18404,18296,18293,18188,18077,17938,17848
19,57,2,4,Des Moines County,Iowa,46982,46400,45500,45600,45800,45600,45600,45700,46000,45800,46203,46125,45420,44709,44364,43850,43222,42948,42801,42606,41955,42069,42096,42360,42547,42801,42853,42839,42774,42650,42351,41960,41431,41440,41033,40975,40885
19,59,2,4,Dickinson County,Iowa,12565,12900,13000,13400,13700,14300,14700,15100,15300,15700,15629,15567,15384,15243,15218,15048,14813,14656,14726,14846,16285,16209,16048,15755,15582,15398,15375,15236,15191,14934,16424,16479,16413,16414,16583,16746,16924
19,61,2,4,Dubuque County,Iowa,90609,91700,92700,93700,93800,94700,95700,94300,93700,93400,93745,93307,91992,90296,89616,89096,87771,87125,87351,86644,88112,87879,88186,88390,88352,88177,87891,87419,86843,86437,89143,89216,89571,90635,91223,91603,92384
19,63,2,4,Emmet County,Iowa,14009,13900,14200,13800,13700,13600,13700,13900,13700,13500,13336,13270,13143,12823,12757,12408,11897,11650,11674,11533,10638,10850,10959,11040,11152,11296,11406,11608,11603,11579,11027,10890,10825,10729,10602,10536,10479
19,65,2,4,Fayette County,Iowa,26898,26800,27100,26500,26200,26100,26100,26100,25800,25200,25488,25052,24837,24457,24149,23378,22602,21997,21877,21845,21566,21794,21909,21972,21955,21925,21932,21973,22005,21876,22008,21723,21544,21458,21233,21195,20996
19,67,2,4,Floyd County,Iowa,19860,21000,20300,19700,19900,20200,20100,19800,19800,19600,19597,19345,19103,18998,18781,18523,17882,17538,17400,17312,16256,16369,16494,16542,16592,16730,16804,16941,16852,17036,16900,16642,16616,16572,16517,16453,16441
19,69,2,4,Franklin County,Iowa,13255,13200,13200,13000,12900,13000,13100,12800,12900,13100,13036,12904,12787,12721,12515,12398,12100,11795,11532,11398,10781,10865,10909,11016,11002,11032,11244,11174,11312,11351,10704,10654,10684,10672,10730,10759,10708
19,71,2,4,Fremont County,Iowa,9282,9700,9800,9600,9600,9600,9600,9600,9700,9700,9401,9254,9166,9059,9028,8829,8667,8672,8441,8252,7706,7771,7806,7920,8039,8148,8132,8183,8161,8229,8010,7916,7838,7819,7736,7698,7737
19,73,2,4,Greene County,Iowa,12716,12700,12600,12500,12400,12400,12400,12300,12200,12300,12119,11976,11790,11707,11490,11202,10824,10521,10311,10167,10020,10075,10083,10061,10000,10071,10138,10088,10057,10017,10366,10172,10178,10104,10070,9962,9809
19,75,2,4,Grundy County,Iowa,14119,14100,14100,14000,14000,14100,14100,14000,14200,14400,14366,14187,13947,13781,13514,13251,12799,12423,12274,12115,12284,12234,12297,12287,12218,12128,12051,12066,11951,12016,12369,12311,12348,12314,12368,12307,12320
19,77,2,4,Guthrie County,Iowa,12243,12300,12700,12400,12300,12200,12200,12300,12000,11900,11983,11855,11687,11551,11595,11417,11277,11049,11060,10920,11591,11506,11474,11399,11350,11228,11191,11171,11125,10946,11353,11292,11313,11466,11524,11419,11344
19,79,2,4,Hamilton County,Iowa,18383,18000,17800,18400,18100,18200,18300,18000,18100,18000,17862,17836,17590,17429,17203,16982,16832,16571,16460,16303,15905,16010,16040,16066,16225,16044,16043,16124,16043,16038,16438,16269,16305,16304,16226,16223,16087
19,81,2,4,Hancock County,Iowa,13506,13500,13900,13700,13400,13600,13800,14000,13900,13800,13833,13663,13583,13412,13500,13380,13095,12897,12864,12832,12037,12044,12010,12131,12123,12052,12154,12378,12490,12609,12100,11950,11832,11861,11794,11758,11680
19,83,2,4,Hardin County,Iowa,22248,22300,22300,22100,22300,22200,22200,22100,21700,22000,21776,21661,21547,21322,21322,20878,20275,19638,19387,19214,18159,18350,18492,18641,18745,18653,18604,18785,18945,19082,18812,18625,18429,18265,18109,17925,17791
19,85,2,4,Harrison County,Iowa,16240,16600,17100,16800,16600,16600,16700,16900,16600,16600,16348,16157,16034,15804,15628,15450,15345,15175,15080,14832,15216,15336,15288,15223,15084,14875,14802,14691,14676,14727,15666,15697,15564,15706,15770,15759,15745
19,87,2,4,Henry County,Iowa,18114,18300,18200,18200,18300,18300,18400,18600,19000,18900,18890,18805,18689,18552,18553,18840,18965,19056,19113,19054,20139,20038,19824,19842,19852,19723,19546,19581,19456,19289,20336,20350,20093,20262,20228,20379,20405
19,89,2,4,Howard County,Iowa,11442,11300,11200,11300,11300,11500,11500,11500,11300,11100,11114,11004,10907,10778,10858,10567,10290,10134,10059,9913,9574,9680,9694,9745,9747,9783,9883,9891,9860,9802,9932,9895,9854,9792,9784,9721,9677
19,91,2,4,Humboldt County,Iowa,12519,12700,12800,12500,12400,12400,12600,12600,12400,12300,12246,12186,11971,11933,11829,11620,11273,10945,10869,10761,10224,10327,10362,10380,10376,10425,10465,10553,10668,10752,10381,10325,10136,10114,10083,10001,9975
19,93,2,4,Ida County,Iowa,9283,9200,9300,9400,9200,9100,9100,9100,9000,9000,8908,8890,8744,8797,8797,8751,8597,8380,8344,8392,7930,7917,8016,8084,8197,8325,8315,8286,8283,8341,7837,7690,7614,7508,7417,7342,7180
19,95,2,4,Iowa County,Iowa,15419,15400,15500,15900,15800,15900,15900,15900,15800,15700,15429,15415,15155,15102,15118,15078,14920,14699,14705,14653,15667,15513,15454,15361,15160,14946,14872,14761,14751,14619,15671,15831,15818,15946,15958,16054,16140
19,97,2,4,Jackson County,Iowa,20839,21300,21200,21200,21300,21600,21900,22100,22300,22400,22503,22297,22075,21989,21858,21569,21119,20805,20584,20188,20157,20139,20080,20137,20143,20221,20131,20084,19900,19906,20296,20337,20240,20212,20217,20243,20290
19,99,2,4,Jasper County,Iowa,35425,35700,35500,36500,36500,36600,36700,36700,36700,36800,36425,36047,35708,35243,35024,34715,34638,34567,34743,34755,36659,36541,35781,35458,35189,35167,34998,34826,34733,34819,37213,37451,37591,37690,37644,37538,37409
19,101,2,4,Jefferson County,Iowa,15774,16300,16200,15900,14600,15300,15700,15900,16200,16300,16316,16093,16315,16140,16380,16331,16270,16301,16341,16378,16762,17043,17063,16883,16775,16805,16739,16473,16377,16329,16181,16110,15963,16000,16038,16000,15945
19,103,2,4,Johnson County,Iowa,72127,73600,73100,74900,76100,76500,79100,79200,79500,81400,81717,83689,84633,86012,87324,88538,89404,90496,92566,94369,103813,102556,101921,101415,101157,100379,98913,97939,96681,96439,111006,112926,113936,114975,116401,117194,118038
19,105,2,4,Jones County,Iowa,19868,19800,19800,19600,19500,19900,20200,20300,20100,20400,20401,20178,20019,19924,19901,19654,19347,19031,19142,19388,20075,20138,20353,20322,20350,19959,19837,19750,19570,19472,20221,20191,20268,20374,20527,20495,20505
19,107,2,4,Keokuk County,Iowa,13943,14200,13900,13900,13600,13500,13500,13500,13300,13100,12921,12780,12639,12575,12504,12393,12124,11900,11828,11658,11340,11469,11496,11534,11637,11522,11625,11608,11626,11603,11400,11380,11408,11329,11225,11121,11081
19,109,2,4,Kossuth County,Iowa,22937,23000,23100,22600,22300,22400,22300,22100,22100,21900,21891,21515,21203,21016,20827,20402,19684,19156,19033,18839,17630,17721,17907,17953,18094,18162,18144,18211,18296,18564,17163,16814,16593,16433,16323,16181,16011
19,111,2,4,Lee County,Iowa,42996,44200,43400,42800,42900,42600,43400,43800,43800,43400,43106,42572,42265,41895,41567,40797,40317,39665,39174,38882,38309,38488,38665,38736,39064,38932,38877,39053,38901,38632,38052,37497,36982,36701,36697,36519,36338
19,113,2,4,Linn County,Iowa,163213,164800,165200,164500,165700,167200,168200,167200,167500,167900,169775,168753,167054,165409,165246,164826,164173,164332,165979,167701,184891,182779,181542,179829,179080,176855,175106,173141,170686,169164,191701,194011,195416,196224,197555,199553,201853
19,115,2,4,Louisa County,Iowa,10682,11000,11200,11200,11200,11300,11500,11900,12100,12100,12055,12144,12006,11984,11998,11792,11625,11635,11636,11567,11945,11935,11894,11944,11820,11752,11746,11427,11614,11615,12183,12214,12219,12212,12029,11813,11858
19,117,2,4,Lucas County,Iowa,10163,10300,10400,10400,10300,10300,10300,10200,10300,10400,10313,10271,10276,10070,10040,9769,9546,9385,9294,9177,9131,9098,9110,9029,9026,9017,9052,9043,9117,9049,9422,9445,9452,9494,9665,9627,9543
19,119,2,4,Lyon County,Iowa,13340,13000,13100,13400,13200,13100,13100,13000,13100,12800,12896,12796,12703,12743,12583,12375,12074,11903,11944,11901,12030,12036,11968,11931,11835,11900,11958,11963,11941,11984,11763,11668,11694,11709,11725,11690,11636
19,121,2,4,Madison County,Iowa,11558,11700,12200,12200,12200,12100,12300,12600,12800,12900,12597,12502,12470,12315,12230,12205,12235,12257,12322,12405,14105,13888,13740,13611,13448,13034,12868,12777,12571,12521,14019,14192,14417,14575,14904,15148,15547
19,123,2,4,Mahaska County,Iowa,22177,22500,22500,22400,22500,22100,22200,22900,23000,23000,22867,22565,22279,22012,22136,21844,21637,21466,21559,21410,21954,21899,21812,21760,21827,21725,21658,21513,21458,21552,22335,22380,22350,22051,22112,22309,22298
19,125,2,4,Marion County,Iowa,26352,26800,26900,26800,27000,27400,27900,28700,29200,29200,29669,29831,29923,29676,29635,29517,29455,29592,29886,30033,31529,31327,31114,31103,30994,30684,30424,30214,30149,29990,32052,32581,32561,32522,32610,32738,32987
19,127,2,4,Marshall County,Iowa,41076,41800,42400,42000,42200,42700,42700,43000,42400,41700,41652,41826,41824,41530,40972,40276,39653,38763,38405,38273,38782,38740,38776,38708,38714,38256,37882,37759,38118,38283,39311,39345,39246,39315,39571,39572,39555
19,129,2,4,Mills County,Iowa,11832,12300,12600,12400,12600,12600,12900,13200,13400,13600,13406,13520,13379,13360,13307,13335,13230,13208,13318,13240,14705,14481,14342,13986,13801,13556,13357,13362,13261,13174,14547,14586,14723,14851,14973,15255,15595
19,131,2,4,Mitchell County,Iowa,13108,12900,12600,12700,12600,12600,12700,12500,12500,12400,12329,12113,11943,11842,11588,11426,11261,11147,11110,11006,11106,11033,11081,11077,11074,11057,11011,10841,10922,10925,10874,10747,10861,10857,10933,10872,10856
19,133,2,4,Monona County,Iowa,12069,12000,12200,12200,12000,12000,12100,12200,12200,12200,11692,11517,11402,11419,11203,10836,10529,10343,10297,10157,10089,10068,10138,10085,10071,10103,10078,10049,9980,10004,10020,9861,9757,9795,9652,9504,9343
19,135,2,4,Monroe County,Iowa,9357,9500,9400,9400,9300,9300,9300,9400,9400,9600,9209,9111,8949,8853,8696,8585,8359,8247,8152,8092,8017,8033,8082,8086,8170,8158,8155,8195,8161,8128,8016,7925,7800,7850,7826,7798,7725
19,137,2,4,Montgomery County,Iowa,12781,13100,13500,13100,13100,13200,13300,13600,13500,13400,13413,13362,13146,13129,13166,12838,12345,12092,12059,12110,11707,11850,11849,11883,11920,11969,12034,11903,11974,12073,11771,11536,11363,11306,11314,11364,11365
19,139,2,4,Muscatine County,Iowa,37181,37900,38100,38500,39000,39800,40200,40400,40500,40500,40436,41000,41404,41068,40850,40414,40026,39540,39740,39760,41195,40991,40900,40954,41167,41026,41022,40705,40472,39954,41722,41939,42075,42089,42334,42567,42883
19,141,2,4,O'Brien County,Iowa,17522,17800,17800,17400,17500,17400,17400,17400,17300,17000,16972,16973,16859,16917,16696,16318,15925,15611,15556,15521,14621,14887,14982,15009,15262,15333,15394,15466,15435,15433,15102,14916,14754,14717,14483,14410,14409
19,143,2,4,Osceola County,Iowa,8555,8500,8500,8600,8600,8400,8500,8400,8400,8500,8371,8253,8123,8130,8059,7757,7537,7360,7345,7259,6914,6956,7052,7056,7055,7148,7185,7210,7271,7281,7003,6945,6839,6802,6760,6648,6629
19,145,2,4,Page County,Iowa,18537,19000,19300,18900,19100,19000,19100,19300,19300,19400,19063,18915,18606,18356,18178,17788,17303,16966,16737,16842,17139,17271,17326,17301,16695,16754,16626,16658,16848,16871,16976,16889,16493,16326,16229,16291,16263
19,147,2,4,Palo Alto County,Iowa,13289,13600,13700,13200,13300,13200,13300,13400,13200,12900,12721,12673,12505,12454,12163,11894,11369,10982,10842,10763,9917,10059,10081,10111,10134,10406,10427,10507,10582,10636,10147,10042,9886,9740,9758,9669,9549
19,149,2,4,Plymouth County,Iowa,24322,24400,24400,24100,24100,24300,24600,25100,25000,25000,24743,24879,24431,24290,24076,23682,23599,23562,23689,23448,24819,24609,24692,24741,24340,24259,23946,23715,23473,23384,24849,24859,24661,24769,24931,24880,24906
19,151,2,4,Pocahontas County,Iowa,12793,12700,12300,12200,12000,12200,12100,11800,11800,11700,11369,11160,10969,10927,10837,10737,10369,10013,9866,9713,8774,8815,8833,8947,9110,9122,9153,9302,9390,9492,8662,8513,8387,8232,8074,7931,7794
19,153,2,4,Polk County,Iowa,286130,291300,292800,297300,300800,303100,304500,302100,302900,302300,303170,304865,304567,305725,307092,308349,309714,312846,317114,322465,364672,359713,356245,353943,350699,346646,343079,338209,332752,328374,374601,380625,385479,389862,394211,401755,408888
19,155,2,4,Pottawattamie County,Iowa,86991,88300,88900,87500,86800,86700,87300,87800,86900,86500,86561,86312,85934,85466,85620,84830,84181,83795,83331,82776,86425,86190,85319,84690,83722,83350,83492,83407,82810,82687,87704,87765,88116,88366,89261,89673,90218
19,157,2,4,Poweshiek County,Iowa,18803,18700,19000,19200,19200,19400,19200,19200,19100,19100,19306,19267,19096,19045,18819,18892,18702,18747,18919,19054,18693,18759,18934,18958,18886,18963,18856,18928,18937,19032,18815,18898,18854,18946,18995,18923,19007
19,159,2,4,Ringgold County,Iowa,6373,6400,6400,6300,6200,6100,6200,6300,6200,6100,6112,6082,6104,6000,5966,5788,5568,5429,5422,5435,5361,5358,5366,5348,5326,5334,5369,5387,5389,5413,5469,5423,5332,5346,5333,5255,5289
19,161,2,4,Sac County,Iowa,15573,15500,15300,15200,15000,14900,15000,14800,14600,14300,14118,14012,13740,13456,13277,13077,12746,12557,12380,12350,11761,11893,11916,11996,12027,12109,12051,12162,12163,12312,11529,11365,11056,10892,10815,10651,10682
19,163,2,4,Scott County,Iowa,142687,145000,144700,146200,149600,152800,155100,156900,158700,159600,160022,160177,159622,157397,156282,154571,152609,150903,150220,150044,159458,158333,157746,157213,156658,156043,155594,155049,153296,151320,158668,158778,159111,159349,160105,161170,162621
19,165,2,4,Shelby County,Iowa,15528,15700,15800,15500,15200,15100,15000,15000,14800,14800,15043,14832,14780,14629,14701,14205,13799,13467,13416,13279,12781,12934,13073,13071,13032,13116,13171,13231,13271,13226,13173,13020,12893,12821,12753,12566,12489
19,167,2,4,Sioux County,Iowa,27996,28100,28200,28500,28900,29000,29500,29900,30300,30600,30813,30654,30534,30698,30605,30439,29895,29596,29976,29876,31355,31425,31292,31043,31223,31247,30876,30387,30084,29920,31589,31860,31974,31997,32203,32332,32525
19,169,2,4,Story County,Iowa,62783,63700,64600,66400,67700,68000,69100,69900,71300,71400,72326,72864,72292,73316,73408,74050,74022,73312,73881,73711,75373,74875,74922,74435,74184,74206,74710,74225,74014,74276,79981,79602,80784,80331,80296,79787,80145
19,171,2,4,Tama County,Iowa,20147,20400,20100,20200,20200,19600,19900,20000,20100,19900,19533,19342,19204,19041,18997,18660,18219,17805,17675,17487,17788,17766,17681,17652,17756,17751,17611,17430,17380,17428,18103,18020,17914,17850,17962,17937,17890
19,173,2,4,Taylor County,Iowa,8790,8900,8800,8600,8400,8400,8400,8300,8400,8300,8353,8315,8311,8208,8090,7840,7590,7406,7240,7188,7025,7149,7121,7161,7145,7109,7071,7056,7071,7107,6958,6869,6827,6750,6660,6553,6540
19,175,2,4,Union County,Iowa,13557,13700,13900,13600,13600,13500,13700,13800,13900,14100,13858,13848,13749,13660,13495,13141,12927,12854,12748,12634,12611,12522,12499,12594,12437,12439,12546,12545,12658,12780,12309,12239,12148,11933,11974,11978,12093
19,177,2,4,Van Buren County,Iowa,8643,8500,8800,8500,8500,8300,8300,8600,8500,8500,8626,8627,8522,8424,8296,8120,7991,7872,7848,7669,7873,7862,7824,7744,7765,7737,7764,7725,7732,7686,7809,7743,7801,7732,7739,7732,7836
19,179,2,4,Wapello County,Iowa,42149,42300,41900,42000,40800,39800,40100,40500,40500,40700,40241,39936,39385,39069,38815,38157,37135,36237,35591,35674,35458,35387,35483,35626,35632,35976,36047,35880,35733,35718,36051,36027,35921,35844,35768,35976,36010
19,181,2,4,Warren County,Iowa,27432,28100,28900,30300,30700,31200,31900,32900,33600,34300,34878,34977,34727,34710,34778,34776,34899,35039,35172,35655,40614,40209,39784,39417,38840,38353,37882,37226,36613,36179,40671,41104,41426,42093,42408,43165,43926
19,183,2,4,Washington County,Iowa,18967,19000,19400,19400,19500,19500,19700,20000,20100,20300,20141,20184,20064,19862,19808,19766,19620,19517,19635,19593,21147,20938,20886,20668,20515,20253,20258,20185,19888,19628,20670,21052,21136,21197,21307,21372,21529
19,185,2,4,Wayne County,Iowa,8405,8300,8300,8400,8400,8200,8200,8300,8200,8100,8199,8090,7958,7869,7817,7521,7361,7232,7083,7057,6581,6677,6775,6819,6840,6893,6980,6974,7034,7070,6730,6660,6652,6630,6591,6548,6542
19,187,2,4,Webster County,Iowa,48391,48200,48300,47200,47000,47000,47200,46800,46500,45900,45953,45488,44908,44110,43469,42695,41681,41109,40689,40505,38832,38975,38690,38957,39269,39435,39868,40092,40234,40324,40235,40116,39812,39572,39186,38963,38960
19,189,2,4,Winnebago County,Iowa,12990,13000,13500,14000,13700,13400,13600,13600,13700,13500,13010,12684,12548,12551,12633,12536,12314,12030,12043,12129,11971,11942,12056,11989,11936,11901,11841,11911,11972,12137,11723,11576,11427,11424,11376,11360,11216
19,191,2,4,Winneshiek County,Iowa,21758,21900,22100,22000,21800,21700,21700,21900,22000,22200,21876,21927,21817,21760,21684,21431,21135,20959,21046,21032,20917,20962,20827,20923,20933,20982,20997,20974,21028,20833,21310,21345,21306,21159,21187,21224,21263
19,193,2,4,Woodbury County,Iowa,103052,104400,104500,104400,104400,104600,105300,105200,104200,102300,100884,101193,100548,99807,99744,98909,97532,96803,97575,97744,101437,101547,101862,102385,101997,101296,100795,99858,99193,98445,103877,103535,103447,103132,103191,102518,102972
19,195,2,4,Worth County,Iowa,8984,8900,9000,9000,8800,8900,8900,9000,9100,9300,9075,9014,8951,8865,8815,8700,8472,8185,8164,8094,7657,7742,7772,7864,7837,7833,7958,7879,7880,7974,7909,7832,7793,7726,7728,7755,7698
19,197,2,4,Wright County,Iowa,17294,17200,17000,17100,16700,16700,16800,16500,16600,16400,16319,16079,15844,15767,15799,15395,14833,14431,14318,14348,13892,14039,14135,14292,14361,14218,14155,14252,14149,14258,14334,14150,13959,13789,13677,13601,13419
20,0,2,4,Kansas,Kansas,2249071,2246000,2255000,2264000,2268000,2279000,2299000,2318000,2333000,2347000,2364236,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2654052,2638667,2616339,2598266,2586942,2569118,2547605,2526042,2495209,2480683,2688418,2702446,2714792,2727042,2738356,2748172,2764075
20,1,2,4,Allen County,Kansas,15043,15100,15300,15500,15400,15300,15400,15700,15700,15800,15654,15616,15637,15824,15865,15484,15168,14787,14518,14644,14435,14532,14477,14657,14652,14711,14682,14688,14640,14639,14385,14194,14096,13929,13886,13739,13677
20,3,2,4,Anderson County,Kansas,8501,8500,8600,8700,8600,8500,8500,8600,8600,8700,8749,8521,8508,8582,8465,8113,7958,7888,7838,7923,8119,8046,8060,7995,7979,7836,7855,7866,7757,7778,8110,8205,8159,8218,8151,8147,8051
20,5,2,4,Atchison County,Kansas,19165,19300,18800,18900,19000,18900,18700,18400,18200,18400,18397,18390,18213,17765,17579,17446,17274,17175,17141,17094,16856,16858,16824,16831,16809,16812,16961,16858,16841,16908,16774,16810,16747,16765,16843,16741,16745
20,7,2,4,Barber County,Kansas,7016,6700,6900,6900,6900,7000,7000,6900,6700,6600,6548,6555,6744,6891,6879,6784,6597,6196,6080,5965,5240,5336,5389,5458,5569,5604,5624,5668,5754,5864,5307,5158,5084,5041,4983,4937,4974
20,9,2,4,Barton County,Kansas,30663,30800,30300,30500,30600,31100,31300,31300,31300,31400,31343,32195,33038,33035,33017,32824,32098,30773,29928,29906,28658,28936,29102,29049,29243,29455,29504,29632,29377,29277,28205,27917,27811,27699,27982,27553,27511
20,11,2,4,Bourbon County,Kansas,15215,15200,15500,15300,15500,15400,15500,15500,15600,15600,15969,15963,15833,15918,15754,15505,15430,15172,15026,15118,14980,15160,15226,15123,14944,14847,14883,14816,14856,14938,15379,15369,15194,15148,15060,14947,14950
20,13,2,4,Brown County,Kansas,11685,11700,11800,11600,11700,11700,11600,11800,11700,11900,11955,11605,11560,11542,11450,11158,11081,11035,11128,11145,10930,11040,11049,10973,11030,11028,10969,11068,11124,11135,10724,10636,10492,10414,10351,10222,10236
20,15,2,4,Butler County,Kansas,38658,37900,37400,37900,38200,38500,39300,40300,41500,43300,44782,46146,47208,47455,47552,48015,48503,49570,50043,50007,62769,61883,60770,59659,58197,56212,54803,53425,51797,50753,59482,59964,60468,60984,61689,62376,63147
20,17,2,4,Chase County,Kansas,3408,3400,3400,3400,3400,3400,3400,3400,3400,3300,3309,3197,3187,3244,3249,3155,3077,3068,3142,3104,2855,2941,2911,2895,2943,2931,2931,2915,2921,2993,3030,3001,3043,2978,3075,3070,3070
20,19,2,4,Chautauqua County,Kansas,4642,4600,4900,4800,4900,5000,5000,5200,5100,5100,5016,4955,4994,5081,4915,4726,4650,4642,4527,4495,4273,4343,4389,4370,4374,4330,4353,4356,4326,4382,4359,4263,4202,4190,4195,4087,3953
20,21,2,4,Cherokee County,Kansas,21549,21600,21900,21900,21800,21600,21800,22100,22100,22100,22304,22219,22177,22292,22433,22314,22214,22208,22179,21665,22401,22499,22582,22471,22339,21987,21809,21612,21442,21308,22605,22274,22006,21850,21782,21462,21451
20,23,2,4,Cheyenne County,Kansas,4256,4000,4100,4100,4100,4000,4000,4000,3900,3800,3678,3641,3714,3728,3616,3590,3540,3414,3383,3329,3225,3160,3206,3235,3177,3225,3191,3219,3250,3227,3165,3102,3049,2985,2959,2929,2911
20,25,2,4,Clark County,Kansas,2896,2700,2700,2700,2700,2700,2700,2700,2600,2600,2599,2551,2658,2644,2622,2592,2523,2476,2432,2406,2342,2353,2419,2384,2390,2433,2378,2382,2367,2417,2390,2384,2357,2341,2325,2258,2206
20,27,2,4,Clay County,Kansas,9890,9900,9600,9800,9700,9700,9700,9800,9800,9800,9802,9461,9471,9666,9490,9309,9183,9167,9210,9286,8971,9086,9173,9313,9279,9222,9220,9273,9069,9132,8822,8737,8665,8551,8568,8614,8625
